"Entity","Code","Year","hdi","gdp","population_historical","owid_region","dev_status","hdi_band","gdp_band"
"Japan","JPN",2007,0.905,42413.78,128087633,"Asia","Developed","Very High","High-income"
"Japan","JPN",2008,0.905,41874.23,128155949,"Asia","Developed","Very High","High-income"
"Japan","JPN",2009,0.905,39495.164,128192428,"Asia","Developed","Very High","High-income"
"Japan","JPN",2010,0.907,41106.26,128185219,"Asia","Developed","Very High","High-income"
"Japan","JPN",2011,0.906,41192.277,128096387,"Asia","Developed","Very High","High-income"
"Japan","JPN",2012,0.909,41825.312,127928244,"Asia","Developed","Very High","High-income"
"Japan","JPN",2013,0.912,42725.55,127723595,"Asia","Developed","Very High","High-income"
"Japan","JPN",2014,0.914,42909.004,127486555,"Asia","Developed","Very High","High-income"
"Japan","JPN",2015,0.917,43624.926,127275819,"Asia","Developed","Very High","High-income"
"Japan","JPN",2016,0.918,43976.266,127159900,"Asia","Developed","Very High","High-income"
"Japan","JPN",2017,0.92,44749.637,127064637,"Asia","Developed","Very High","High-income"
"Japan","JPN",2018,0.921,45094.734,126913388,"Asia","Developed","Very High","High-income"
"Japan","JPN",2019,0.922,44976.508,126699371,"Asia","Developed","Very High","High-income"
"Japan","JPN",2020,0.922,43238.297,126304487,"Asia","Developed","Very High","High-income"
"Japan","JPN",2021,0.922,44549.34,125679288,"Asia","Developed","Very High","High-income"
"Japan","JPN",2022,0.921,45174.73,124997534,"Asia","Developed","Very High","High-income"
"Japan","JPN",2023,0.925,46157.637,124370893,"Asia","Developed","Very High","High-income"
"Jordan","JOR",1990,0.619,7589.8203,3621870,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1991,0.625,7134.2905,3915102,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1992,0.638,7737.969,4127648,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1993,0.643,7675.4717,4347964,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1994,0.647,7680.141,4561358,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1995,0.653,7829.0815,4752048,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1996,0.657,7731.4785,4912465,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1997,0.661,7775.543,5046238,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1998,0.664,7826.74,5164238,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",1999,0.668,7920.02,5276398,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",2000,0.672,8086.9224,5386890,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",2001,0.679,8339.786,5498858,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",2002,0.686,8638.08,5616024,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",2003,0.693,8800.497,5741786,"Asia","Developing","Medium","Upper-middle"
"Jordan","JOR",2004,0.705,9326.669,5882015,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2005,0.713,9839.688,6029554,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2006,0.719,9977.759,6427322,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2007,0.725,10161.402,6827191,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2008,0.733,10641.59,6989821,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2009,0.735,10938.503,7141705,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2010,0.732,10953.538,7296994,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2011,0.734,10977.482,7480382,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2012,0.74,11086.03,7587082,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2013,0.742,10799.354,7991751,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2014,0.742,10148.998,8791661,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2015,0.743,9581.689,9544673,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2016,0.745,9321.904,10006321,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2017,0.747,9339.811,10234177,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2018,0.747,9311.531,10462255,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2019,0.75,9288.527,10671837,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2020,0.743,9022.64,10865183,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2021,0.736,9182.496,11066310,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2022,0.751,9266.575,11256215,"Asia","Developing","High","Upper-middle"
"Jordan","JOR",2023,0.754,9362.588,11439171,"Asia","Developing","High","Upper-middle"
"Kazakhstan","KAZ",1990,0.689,16837.691,17154015,"Asia","Developing","Medium","High-income"
"Kazakhstan","KAZ",1991,0.683,14877.527,17278551,"Asia","Developing","Medium","High-income"
"Kazakhstan","KAZ",1992,0.68,14045.104,17332566,"Asia","Developing","Medium","High-income"
"Kazakhstan","KAZ",1993,0.673,12795.875,17274430,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",1994,0.666,11334.983,17043729,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",1995,0.665,10600.33,16730491,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",1996,0.669,10857.436,16415996,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",1997,0.673,11298.58,16043201,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",1998,0.678,11364.031,15647738,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",1999,0.683,11815.773,15455830,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",2000,0.692,12935.864,15501060,"Asia","Developing","Medium","Upper-middle"
"Kazakhstan","KAZ",2001,0.707,14612.029,15575502,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2002,0.72,15960.874,15656630,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2003,0.732,17344.752,15747335,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2004,0.743,18886.582,15850121,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2005,0.754,20565.53,15968071,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2006,0.765,22574.344,16103670,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2007,0.772,24351.346,16257169,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2008,0.771,24895.664,16426480,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2009,0.774,24901.354,16619799,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2010,0.781,26374.84,16836755,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2011,0.79,27946.16,17065944,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2012,0.799,28881.242,17306063,"Asia","Developing","High","High-income"
"Kazakhstan","KAZ",2013,0.808,30177.488,17556454,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2014,0.813,30986.438,17816240,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2015,0.819,30893.76,18084126,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2016,0.82,30758.322,18363551,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2017,0.824,31524.441,18651876,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2018,0.828,32330.227,18932674,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2019,0.834,33298.21,19209498,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2020,0.826,32011.549,19482065,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2021,0.816,32945.85,19743565,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2022,0.831,33506.26,20034569,"Asia","Developed","Very High","High-income"
"Kazakhstan","KAZ",2023,0.837,34703.234,20330063,"Asia","Developed","Very High","High-income"
"Kenya","KEN",1990,0.485,4177.486,22892599,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1991,0.485,4102.4766,23646463,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1992,0.484,3946.8408,24382423,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1993,0.483,3844.9204,25117140,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1994,0.484,3833.2236,25857088,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1995,0.488,3890.0986,26601698,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1996,0.491,3941.4092,27344153,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1997,0.493,3853.3713,28101707,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1998,0.496,3871.8218,28888012,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",1999,0.499,3848.4646,29733363,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2000,0.5,3756.6362,30642843,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2001,0.505,3778.2585,31619130,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2002,0.504,3681.2568,32629759,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2003,0.515,3674.086,33652182,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2004,0.526,3743.5679,34713403,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2005,0.532,3844.7356,35796433,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2006,0.541,3970.7334,36903955,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2007,0.548,4116.451,38036301,"Africa","Developing","Low","Lower-middle"
"Kenya","KEN",2008,0.553,4002.8835,39206299,"Africa","Developing","Medium","Lower-middle"
"Kenya","KEN",2009,0.553,4012.1943,40408838,"Africa","Developing","Medium","Lower-middle"
"Kenya","KEN",2010,0.552,4211.5244,41598524,"Africa","Developing","Medium","Lower-middle"
"Kenya","KEN",2011,0.56,4307.106,42758431,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2012,0.565,4387.938,43888260,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2013,0.57,4443.371,44986744,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2014,0.576,4558.552,46051395,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2015,0.583,4679.622,47088485,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2016,0.594,4770.3105,48139632,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2017,0.599,4846.8623,49197713,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2018,0.605,5017.668,50207065,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2019,0.611,5171.7124,51202787,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2020,0.6,5057.4014,52217277,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2021,0.608,5338.8525,53219122,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2022,0.626,5491.694,54252404,"Africa","Developing","Medium","Upper-middle"
"Kenya","KEN",2023,0.628,5682.9893,55338953,"Africa","Developing","Medium","Upper-middle"
"Kiribati","KIR",2005,0.588,2183.7805,98007,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2006,0.593,2264.1606,99980,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2007,0.596,2286.4458,102039,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2008,0.596,2172.357,104186,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2009,0.598,2137.9648,106426,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2010,0.6,2119.6394,108675,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2011,0.603,2150.3826,110622,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2012,0.608,2242.013,112248,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2013,0.613,2382.3694,113804,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2014,0.615,2381.3474,115296,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2015,0.623,2615.8406,116787,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2016,0.627,2761.9329,118435,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2017,0.63,2822.6687,120237,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2018,0.633,2877.601,122054,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2019,0.635,2927.4836,123881,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2020,0.632,2860.751,126064,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2021,0.631,3049.4739,128346,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2022,0.642,3117.7603,130435,"Oceania","Developing","Medium","Lower-middle"
"Kiribati","KIR",2023,0.644,3195.8704,132494,"Oceania","Developing","Medium","Lower-middle"
"Kuwait","KWT",1990,0.698,38737.21,1684784,"Asia","Developing","Medium","High-income"
"Kuwait","KWT",1991,0.685,28490.014,1351363,"Asia","Developing","Medium","High-income"
"Kuwait","KWT",1992,0.699,43049.41,1634908,"Asia","Developing","Medium","High-income"
"Kuwait","KWT",1993,0.704,56399.207,1672112,"Asia","Developing","High","High-income"
"Kuwait","KWT",1994,0.734,61443.383,1664323,"Asia","Developing","High","High-income"
"Kuwait","KWT",1995,0.763,63771.29,1681473,"Asia","Developing","High","High-income"
"Kuwait","KWT",1996,0.769,62350.176,1730197,"Asia","Developing","High","High-income"
"Kuwait","KWT",1997,0.765,61839.484,1787639,"Asia","Developing","High","High-income"
"Kuwait","KWT",1998,0.77,62136.12,1844266,"Asia","Developing","High","High-income"
"Kuwait","KWT",1999,0.773,59234.65,1899984,"Asia","Developing","High","High-income"
"Kuwait","KWT",2000,0.778,60280.71,1954668,"Asia","Developing","High","High-income"
"Kuwait","KWT",2001,0.777,58802.543,2008081,"Asia","Developing","High","High-income"
"Kuwait","KWT",2002,0.783,59050.246,2059936,"Asia","Developing","High","High-income"
"Kuwait","KWT",2003,0.795,67642.52,2109842,"Asia","Developing","High","High-income"
"Kuwait","KWT",2004,0.798,72929.56,2157272,"Asia","Developing","High","High-income"
"Kuwait","KWT",2005,0.798,77800.78,2236749,"Asia","Developing","High","High-income"
"Kuwait","KWT",2006,0.799,79121.555,2364699,"Asia","Developing","High","High-income"
"Kuwait","KWT",2007,0.801,79075.2,2507842,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2008,0.805,76649.21,2651390,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2009,0.809,67554.92,2795444,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2010,0.812,62639.74,2943329,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2011,0.817,64518.5,3132776,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2012,0.822,64581.938,3336980,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2013,0.814,62144.8,3507709,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2014,0.818,59763.676,3665719,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2015,0.832,57473.113,3834416,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2016,0.836,56650.375,4003921,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2017,0.838,52022.723,4154633,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2018,0.84,51364.27,4323333,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2019,0.843,51122.332,4442153,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2020,0.837,49124.54,4400103,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2021,0.839,50689.043,4360703,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2022,0.845,50984.3,4589467,"Asia","Developed","Very High","High-income"
"Kuwait","KWT",2023,0.852,46458.2,4838724,"Asia","Developed","Very High","High-income"
"Kyrgyzstan","KGZ",1990,0.649,6095.681,4459486,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",1991,0.643,5520.4297,4532078,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",1992,0.631,4701.9917,4600263,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",1993,0.615,3973.8833,4626757,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",1994,0.595,3176.924,4649147,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",1995,0.59,2974.7117,4713592,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",1996,0.597,3138.6665,4782835,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",1997,0.608,3399.9346,4847950,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",1998,0.613,3419.2236,4907747,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",1999,0.619,3491.9377,4968540,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2000,0.627,3638.4636,5025098,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2001,0.634,3795.8909,5071909,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2002,0.635,3760.5325,5116204,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2003,0.642,3982.9272,5159387,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2004,0.646,4211.523,5202994,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2005,0.648,4156.959,5246288,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2006,0.652,4240.1704,5282401,"Asia","Developing","Medium","Lower-middle"
"Kyrgyzstan","KGZ",2007,0.658,4558.713,5313329,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2008,0.666,4894.943,5342481,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2009,0.669,4969.9614,5397958,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2010,0.668,4876.4795,5491717,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2011,0.67,5092.852,5594489,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2012,0.679,4993.3945,5696470,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2013,0.686,5418.5405,5797248,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2014,0.691,5513.755,5898279,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2015,0.695,5600.215,6001819,"Asia","Developing","Medium","Upper-middle"
"Kyrgyzstan","KGZ",2016,0.7,5715.0107,6108412,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2017,0.704,5861.2227,6220098,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2018,0.708,5951.829,6341684,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2019,0.708,6087.602,6493984,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2020,0.7,5537.796,6664099,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2021,0.704,5736.479,6820433,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2022,0.717,6139.7783,6955746,"Asia","Developing","High","Upper-middle"
"Kyrgyzstan","KGZ",2023,0.72,6403.143,7073476,"Asia","Developing","High","Upper-middle"
"Laos","LAO",1990,0.409,2005.5005,4311910,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1991,0.415,2033.5826,4435070,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1992,0.42,2088.02,4559603,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1993,0.426,2152.2766,4685022,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1994,0.434,2267.7822,4809166,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1995,0.436,2368.0547,4929360,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1996,0.449,2473.773,5045638,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1997,0.455,2589.2075,5151958,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1998,0.462,2642.5662,5248226,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",1999,0.469,2786.5205,5340738,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2000,0.473,2899.0195,5431174,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2001,0.479,3015.6326,5521433,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2002,0.488,3143.2234,5610839,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2003,0.496,3282.9854,5697899,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2004,0.505,3441.17,5781583,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2005,0.514,3630.5588,5869478,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2006,0.515,3881.5374,5963146,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2007,0.529,4112.253,6056193,"Asia","Developing","Low","Lower-middle"
"Laos","LAO",2008,0.537,4367.163,6148930,"Asia","Developing","Low","Upper-middle"
"Laos","LAO",2009,0.548,4625.072,6241592,"Asia","Developing","Low","Upper-middle"
"Laos","LAO",2010,0.556,4946.1055,6334146,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2011,0.567,5266.879,6426537,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2012,0.577,5608.9697,6518933,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2013,0.587,5974.4736,6611342,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2014,0.597,6341.2124,6703118,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2015,0.604,6703.741,6801606,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2016,0.609,7063.2554,6908756,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2017,0.612,7432.4595,7018100,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2018,0.613,7775.086,7127997,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2019,0.615,8075.275,7237589,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2020,0.616,7995.595,7346484,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2021,0.613,8080.4355,7453143,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2022,0.614,8183.0327,7558961,"Asia","Developing","Medium","Upper-middle"
"Laos","LAO",2023,0.617,8372.156,7664955,"Asia","Developing","Medium","Upper-middle"
"Latvia","LVA",1990,0.736,16888.031,2660082,"Europe","Developing","High","High-income"
"Latvia","LVA",1991,0.733,14830.947,2648888,"Europe","Developing","High","High-income"
"Latvia","LVA",1992,0.709,10207.026,2614781,"Europe","Developing","High","Upper-middle"
"Latvia","LVA",1993,0.692,9891.557,2563756,"Europe","Developing","Medium","Upper-middle"
"Latvia","LVA",1994,0.686,10278.79,2521185,"Europe","Developing","Medium","Upper-middle"
"Latvia","LVA",1995,0.695,10327.892,2485908,"Europe","Developing","Medium","Upper-middle"
"Latvia","LVA",1996,0.714,10685.107,2457860,"Europe","Developing","High","Upper-middle"
"Latvia","LVA",1997,0.727,11781.945,2433188,"Europe","Developing","High","Upper-middle"
"Latvia","LVA",1998,0.738,12672.593,2410168,"Europe","Developing","High","Upper-middle"
"Latvia","LVA",1999,0.753,13136.248,2390772,"Europe","Developing","High","Upper-middle"
"Latvia","LVA",2000,0.764,14038.209,2368275,"Europe","Developing","High","High-income"
"Latvia","LVA",2001,0.775,15139.424,2338248,"Europe","Developing","High","High-income"
"Latvia","LVA",2002,0.786,16490.418,2311303,"Europe","Developing","High","High-income"
"Latvia","LVA",2003,0.798,18054.053,2288934,"Europe","Developing","High","High-income"
"Latvia","LVA",2004,0.809,19844.684,2264130,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2005,0.818,22390.348,2239738,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2006,0.823,25494.701,2218989,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2007,0.829,28380.549,2200711,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2008,0.837,27708.486,2177658,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2009,0.836,23651.324,2141988,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2010,0.833,23264.59,2097787,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2011,0.84,24411.438,2059892,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2012,0.843,26521.684,2034577,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2013,0.852,27369.172,2012960,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2014,0.854,28206.936,1994096,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2015,0.859,29514.736,1977815,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2016,0.864,30545.74,1959817,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2017,0.87,31865.121,1942550,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2018,0.875,33498.4,1927526,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2019,0.88,33959.92,1914220,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2020,0.879,33012.453,1901069,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2021,0.871,35604.9,1885546,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2022,0.881,36348.81,1881016,"Europe","Developed","Very High","High-income"
"Latvia","LVA",2023,0.889,37007.367,1882336,"Europe","Developed","Very High","High-income"
"Lebanon","LBN",2005,0.71,13024.665,4671056,NA,"Developing","High","Upper-middle"
"Lebanon","LBN",2006,0.713,13003.681,4751095,NA,"Developing","High","Upper-middle"
"Lebanon","LBN",2007,0.726,13941.562,4844067,NA,"Developing","High","High-income"
"Lebanon","LBN",2008,0.734,14955.142,4925314,NA,"Developing","High","High-income"
"Lebanon","LBN",2009,0.743,16264.351,4992245,NA,"Developing","High","High-income"
"Lebanon","LBN",2010,0.75,17390.758,5041242,NA,"Developing","High","High-income"
"Lebanon","LBN",2011,0.758,17353.195,5095962,NA,"Developing","High","High-income"
"Lebanon","LBN",2012,0.762,17323.3,5235690,NA,"Developing","High","High-income"
"Lebanon","LBN",2013,0.762,16396.496,5743385,NA,"Developing","High","High-income"
"Lebanon","LBN",2014,0.761,15205.873,6346950,NA,"Developing","High","High-income"
"Lebanon","LBN",2015,0.763,14980.0205,6472422,NA,"Developing","High","High-income"
"Lebanon","LBN",2016,0.767,15572.361,6323015,NA,"Developing","High","High-income"
"Lebanon","LBN",2017,0.772,16128.584,6160085,NA,"Developing","High","High-income"
"Lebanon","LBN",2018,0.774,16290.052,5984064,NA,"Developing","High","High-income"
"Lebanon","LBN",2019,0.771,15659.566,5794550,NA,"Developing","High","High-income"
"Lebanon","LBN",2020,0.75,12507.437,5702353,NA,"Developing","High","Upper-middle"
"Lebanon","LBN",2021,0.733,11599.775,5718083,NA,"Developing","High","Upper-middle"
"Lebanon","LBN",2022,0.755,11474.751,5744441,NA,"Developing","High","Upper-middle"
"Lesotho","LSO",1990,0.483,1422.1505,1809647,"Africa","Developing","Low","Lower-middle"
"Lesotho","LSO",1991,0.482,1494.2404,1842330,"Africa","Developing","Low","Lower-middle"
"Lesotho","LSO",1992,0.481,1571.827,1873226,"Africa","Developing","Low","Lower-middle"
"Lesotho","LSO",1993,0.477,1602.5963,1901753,"Africa","Developing","Low","Lower-middle"
"Lesotho","LSO",1994,0.478,1675.5978,1927659,"Africa","Developing","Low","Lower-middle"
"Lesotho","LSO",1995,0.476,1709.6943,1951400,"Africa","Developing","Low","Lower-middle"
"Lesotho","LSO",1996,0.473,1786.1823,1972379,"Africa","Developing","Low","Lower-middle"
